"GEOGRAPHY_NAME","GEOGRAPHY_TYPE","RURAL_URBAN_NAME","RURAL_URBAN_TYPECODE","CELL_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS","RECORD_OFFSET","RECORD_COUNT"
"E00062208","2011 output areas","Urban minor conurbation",1000,"Area (Hectares)","Value",0.00,"A",268,35645376
"E00062208","2011 output areas","Urban minor conurbation",1000,"Area (Hectares)","Percent",,"Q",269,35645376
"E00062208","2011 output areas","Urban minor conurbation",1000,"Density (number of persons per hectare)","Value",,"Q",270,35645376
"E00062208","2011 output areas","Urban minor conurbation",1000,"Density (number of persons per hectare)","Percent",,"Q",271,35645376
"E00062208","2011 output areas","Urban city and town",1000,"All usual residents","Value",0,"A",272,35645376
"E00062208","2011 output areas","Urban city and town",1000,"All usual residents","Percent",,"Q",273,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Males","Value",0,"A",274,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Males","Percent",,"Q",275,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Females","Value",0,"A",276,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Females","Percent",,"Q",277,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Lives in a household","Value",0,"A",278,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Lives in a household","Percent",,"Q",279,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Lives in a communal establishment","Value",0,"A",280,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Lives in a communal establishment","Percent",,"Q",281,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",282,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",283,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Area (Hectares)","Value",0.00,"A",284,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Area (Hectares)","Percent",,"Q",285,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Density (number of persons per hectare)","Value",,"Q",286,35645376
"E00062208","2011 output areas","Urban city and town",1000,"Density (number of persons per hectare)","Percent",,"Q",287,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"All usual residents","Value",0,"A",288,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"All usual residents","Percent",,"Q",289,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Males","Value",0,"A",290,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Males","Percent",,"Q",291,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Females","Value",0,"A",292,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Females","Percent",,"Q",293,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Lives in a household","Value",0,"A",294,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Lives in a household","Percent",,"Q",295,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Lives in a communal establishment","Value",0,"A",296,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Lives in a communal establishment","Percent",,"Q",297,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",298,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",299,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Area (Hectares)","Value",0.00,"A",300,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Area (Hectares)","Percent",,"Q",301,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Density (number of persons per hectare)","Value",,"Q",302,35645376
"E00062208","2011 output areas","Urban city and town in a sparse setting",1000,"Density (number of persons per hectare)","Percent",,"Q",303,35645376
"E00062208","2011 output areas","Rural (total)",2000,"All usual residents","Value",490,"A",304,35645376
"E00062208","2011 output areas","Rural (total)",2000,"All usual residents","Percent",100.0,"A",305,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Males","Value",246,"A",306,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Males","Percent",50.2,"A",307,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Females","Value",244,"A",308,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Females","Percent",49.8,"A",309,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Lives in a household","Value",490,"A",310,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Lives in a household","Percent",100.0,"A",311,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Lives in a communal establishment","Value",0,"A",312,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Lives in a communal establishment","Percent",0.0,"A",313,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",5,"A",314,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",315,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Area (Hectares)","Value",383.28,"A",316,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Area (Hectares)","Percent",,"Q",317,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Density (number of persons per hectare)","Value",1.3,"A",318,35645376
"E00062208","2011 output areas","Rural (total)",2000,"Density (number of persons per hectare)","Percent",,"Q",319,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"All usual residents","Value",0,"A",320,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"All usual residents","Percent",,"Q",321,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Males","Value",0,"A",322,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Males","Percent",,"Q",323,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Females","Value",0,"A",324,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Females","Percent",,"Q",325,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Lives in a household","Value",0,"A",326,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Lives in a household","Percent",,"Q",327,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Lives in a communal establishment","Value",0,"A",328,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Lives in a communal establishment","Percent",,"Q",329,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",330,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",331,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Area (Hectares)","Value",0.00,"A",332,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Area (Hectares)","Percent",,"Q",333,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Density (number of persons per hectare)","Value",,"Q",334,35645376
"E00062208","2011 output areas","Rural town and fringe",1000,"Density (number of persons per hectare)","Percent",,"Q",335,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"All usual residents","Value",0,"A",336,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"All usual residents","Percent",,"Q",337,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Males","Value",0,"A",338,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Males","Percent",,"Q",339,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Females","Value",0,"A",340,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Females","Percent",,"Q",341,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Lives in a household","Value",0,"A",342,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Lives in a household","Percent",,"Q",343,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Lives in a communal establishment","Value",0,"A",344,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Lives in a communal establishment","Percent",,"Q",345,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",346,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",347,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Area (Hectares)","Value",0.00,"A",348,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Area (Hectares)","Percent",,"Q",349,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Density (number of persons per hectare)","Value",,"Q",350,35645376
"E00062208","2011 output areas","Rural town and fringe in a sparse setting",1000,"Density (number of persons per hectare)","Percent",,"Q",351,35645376
"E00062208","2011 output areas","Rural village",1000,"All usual residents","Value",490,"A",352,35645376
"E00062208","2011 output areas","Rural village",1000,"All usual residents","Percent",100.0,"A",353,35645376
"E00062208","2011 output areas","Rural village",1000,"Males","Value",246,"A",354,35645376
"E00062208","2011 output areas","Rural village",1000,"Males","Percent",50.2,"A",355,35645376
"E00062208","2011 output areas","Rural village",1000,"Females","Value",244,"A",356,35645376
"E00062208","2011 output areas","Rural village",1000,"Females","Percent",49.8,"A",357,35645376
"E00062208","2011 output areas","Rural village",1000,"Lives in a household","Value",490,"A",358,35645376
"E00062208","2011 output areas","Rural village",1000,"Lives in a household","Percent",100.0,"A",359,35645376
"E00062208","2011 output areas","Rural village",1000,"Lives in a communal establishment","Value",0,"A",360,35645376
"E00062208","2011 output areas","Rural village",1000,"Lives in a communal establishment","Percent",0.0,"A",361,35645376
"E00062208","2011 output areas","Rural village",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",5,"A",362,35645376
"E00062208","2011 output areas","Rural village",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",363,35645376
"E00062208","2011 output areas","Rural village",1000,"Area (Hectares)","Value",383.28,"A",364,35645376
"E00062208","2011 output areas","Rural village",1000,"Area (Hectares)","Percent",,"Q",365,35645376
"E00062208","2011 output areas","Rural village",1000,"Density (number of persons per hectare)","Value",1.3,"A",366,35645376
"E00062208","2011 output areas","Rural village",1000,"Density (number of persons per hectare)","Percent",,"Q",367,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"All usual residents","Value",0,"A",368,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"All usual residents","Percent",,"Q",369,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Males","Value",0,"A",370,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Males","Percent",,"Q",371,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Females","Value",0,"A",372,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Females","Percent",,"Q",373,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Lives in a household","Value",0,"A",374,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Lives in a household","Percent",,"Q",375,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Lives in a communal establishment","Value",0,"A",376,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Lives in a communal establishment","Percent",,"Q",377,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",378,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",379,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Area (Hectares)","Value",0.00,"A",380,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Area (Hectares)","Percent",,"Q",381,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Density (number of persons per hectare)","Value",,"Q",382,35645376
"E00062208","2011 output areas","Rural village in a sparse setting",1000,"Density (number of persons per hectare)","Percent",,"Q",383,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"All usual residents","Value",0,"A",384,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"All usual residents","Percent",,"Q",385,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Males","Value",0,"A",386,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Males","Percent",,"Q",387,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Females","Value",0,"A",388,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Females","Percent",,"Q",389,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Lives in a household","Value",0,"A",390,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Lives in a household","Percent",,"Q",391,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Lives in a communal establishment","Value",0,"A",392,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Lives in a communal establishment","Percent",,"Q",393,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",394,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",395,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Area (Hectares)","Value",0.00,"A",396,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Area (Hectares)","Percent",,"Q",397,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Density (number of persons per hectare)","Value",,"Q",398,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings",1000,"Density (number of persons per hectare)","Percent",,"Q",399,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"All usual residents","Value",0,"A",400,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"All usual residents","Percent",,"Q",401,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Males","Value",0,"A",402,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Males","Percent",,"Q",403,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Females","Value",0,"A",404,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Females","Percent",,"Q",405,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Lives in a household","Value",0,"A",406,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Lives in a household","Percent",,"Q",407,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Lives in a communal establishment","Value",0,"A",408,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Lives in a communal establishment","Percent",,"Q",409,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",410,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",411,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Area (Hectares)","Value",0.00,"A",412,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Area (Hectares)","Percent",,"Q",413,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Density (number of persons per hectare)","Value",,"Q",414,35645376
"E00062208","2011 output areas","Rural hamlet and isolated dwellings in a sparse setting",1000,"Density (number of persons per hectare)","Percent",,"Q",415,35645376
"E00062209","2011 output areas","Total",2000,"All usual residents","Value",226,"A",416,35645376
"E00062209","2011 output areas","Total",2000,"All usual residents","Percent",100.0,"A",417,35645376
"E00062209","2011 output areas","Total",2000,"Males","Value",113,"A",418,35645376
"E00062209","2011 output areas","Total",2000,"Males","Percent",50.0,"A",419,35645376
"E00062209","2011 output areas","Total",2000,"Females","Value",113,"A",420,35645376
"E00062209","2011 output areas","Total",2000,"Females","Percent",50.0,"A",421,35645376
"E00062209","2011 output areas","Total",2000,"Lives in a household","Value",226,"A",422,35645376
"E00062209","2011 output areas","Total",2000,"Lives in a household","Percent",100.0,"A",423,35645376
"E00062209","2011 output areas","Total",2000,"Lives in a communal establishment","Value",0,"A",424,35645376
"E00062209","2011 output areas","Total",2000,"Lives in a communal establishment","Percent",0.0,"A",425,35645376
"E00062209","2011 output areas","Total",2000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",8,"A",426,35645376
"E00062209","2011 output areas","Total",2000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",427,35645376
"E00062209","2011 output areas","Total",2000,"Area (Hectares)","Value",34.60,"A",428,35645376
"E00062209","2011 output areas","Total",2000,"Area (Hectares)","Percent",,"Q",429,35645376
"E00062209","2011 output areas","Total",2000,"Density (number of persons per hectare)","Value",6.5,"A",430,35645376
"E00062209","2011 output areas","Total",2000,"Density (number of persons per hectare)","Percent",,"Q",431,35645376
"E00062209","2011 output areas","Urban (total)",2000,"All usual residents","Value",0,"A",432,35645376
"E00062209","2011 output areas","Urban (total)",2000,"All usual residents","Percent",,"Q",433,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Males","Value",0,"A",434,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Males","Percent",,"Q",435,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Females","Value",0,"A",436,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Females","Percent",,"Q",437,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Lives in a household","Value",0,"A",438,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Lives in a household","Percent",,"Q",439,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Lives in a communal establishment","Value",0,"A",440,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Lives in a communal establishment","Percent",,"Q",441,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",442,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",443,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Area (Hectares)","Value",0.00,"A",444,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Area (Hectares)","Percent",,"Q",445,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Density (number of persons per hectare)","Value",,"Q",446,35645376
"E00062209","2011 output areas","Urban (total)",2000,"Density (number of persons per hectare)","Percent",,"Q",447,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"All usual residents","Value",0,"A",448,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"All usual residents","Percent",,"Q",449,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Males","Value",0,"A",450,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Males","Percent",,"Q",451,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Females","Value",0,"A",452,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Females","Percent",,"Q",453,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Lives in a household","Value",0,"A",454,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Lives in a household","Percent",,"Q",455,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Lives in a communal establishment","Value",0,"A",456,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Lives in a communal establishment","Percent",,"Q",457,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",458,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",459,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Area (Hectares)","Value",0.00,"A",460,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Area (Hectares)","Percent",,"Q",461,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Density (number of persons per hectare)","Value",,"Q",462,35645376
"E00062209","2011 output areas","Urban major conurbation",1000,"Density (number of persons per hectare)","Percent",,"Q",463,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"All usual residents","Value",0,"A",464,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"All usual residents","Percent",,"Q",465,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Males","Value",0,"A",466,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Males","Percent",,"Q",467,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Females","Value",0,"A",468,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Females","Percent",,"Q",469,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Lives in a household","Value",0,"A",470,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Lives in a household","Percent",,"Q",471,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Lives in a communal establishment","Value",0,"A",472,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Lives in a communal establishment","Percent",,"Q",473,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",474,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",475,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Area (Hectares)","Value",0.00,"A",476,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Area (Hectares)","Percent",,"Q",477,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Density (number of persons per hectare)","Value",,"Q",478,35645376
"E00062209","2011 output areas","Urban minor conurbation",1000,"Density (number of persons per hectare)","Percent",,"Q",479,35645376
"E00062209","2011 output areas","Urban city and town",1000,"All usual residents","Value",0,"A",480,35645376
"E00062209","2011 output areas","Urban city and town",1000,"All usual residents","Percent",,"Q",481,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Males","Value",0,"A",482,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Males","Percent",,"Q",483,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Females","Value",0,"A",484,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Females","Percent",,"Q",485,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Lives in a household","Value",0,"A",486,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Lives in a household","Percent",,"Q",487,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Lives in a communal establishment","Value",0,"A",488,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Lives in a communal establishment","Percent",,"Q",489,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Value",0,"A",490,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Schoolchild or full-time student aged 4 and over at their non term-time address","Percent",,"Q",491,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Area (Hectares)","Value",0.00,"A",492,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Area (Hectares)","Percent",,"Q",493,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Density (number of persons per hectare)","Value",,"Q",494,35645376
"E00062209","2011 output areas","Urban city and town",1000,"Density (number of persons per hectare)","Percent",,"Q",495,35645376
"E00062209","2011 output areas","Urban city and town in a sparse setting",1000,"All usual residents","Value",0,"A",496,35645376
"E00062209","2011 output areas","Urban city and town in a sparse setting",1000,"All usual residents","Percent",,"Q",497,35645376
"E00062209","2011 output areas","Urban city and town in a sparse setting",1000,"Males","Value",0,"A",498,35645376
"E00062209","2011 output areas","Urban city and town in a sparse setting",1000,"Males","Percent",,"Q",499,35645376
